RA,DEC,GLON,GLAT,M500,R500,REDMAPPER,MCXC,Z
229.19051197148607,-1.0172220494487687,0.04054324919114861,45.13517502162464,3.9624106884002686,5.48159122467041,RMJ151653.9-010506.3,J1516.5-0056,0.11980000138282776
203.55868280030043,20.255990465994852,0.13805774657960826,78.04211375871823,5.1223907470703125,4.360847473144531,RMJ133408.7+201453.0,J1334.1+2013,0.17100000381469727
316.08448460651397,-41.354168768162545,0.40299530438550507,-41.86079263434189,5.29705286026001,4.507689476013184,,J2104.3-4120,0.16509999334812164
307.9728436744915,-40.59872538732375,0.7750495795691145,-35.699386390329664,6.333561897277832,1.6062867641448975,,J2031.8-4037,0.3416000008583069
349.632431259767,-36.33255896419884,2.0870159542029945,-68.28156073144655,2.835296630859375,3.127309560775757,,,0.14000000059604645
210.99331740842618,15.68842667454395,2.4274678102006564,69.64845805906228,3.5104007720947266,2.68569016456604,RMJ140358.9+154409.6,,0.1805180460214615
334.65947324641854,-38.87940564666152,2.7775113670244944,-56.16834318183399,4.411131858825684,4.047786235809326,,J2218.6-3853,0.14110000431537628
235.01517594833925,-3.285135268536924,2.82772114755982,39.23887771108967,5.736016750335693,9.700966835021973,,J1540.1-0318,0.15330000221729279
316.4675076936199,-38.75316015084461,3.914657017034429,-42.03596324336519,4.7162041664123535,5.358175277709961,,J2106.0-3846,0.15209999680519104
338.6080936252315,-37.741318366956456,3.9317275430558047,-59.41102112105125,7.194754123687744,5.662851810455322,,J2234.5-3744,0.1509999930858612
233.27333645391985,-0.6754161514834653,4.046387625649498,42.236958417153566,3.5920519828796387,3.209195137023926,RMJ153303.5-004616.5,,0.15127213299274445
221.86513190155767,8.45169010958117,4.134254167340304,56.81672461569239,7.1228179931640625,3.0885493755340576,RMJ144728.1+082859.9,J1447.4+0827,0.3799999952316284
289.26673013929354,-33.54156644850409,4.45198074522981,-19.556127895300847,10.35693073272705,1.9638521671295166,,,0.5400000214576721
299.80686989876637,-34.891777678522246,5.914806787366125,-28.269885117015406,4.286492347717285,2.2914485931396484,,J1959.1-3454,0.1728000044822693
244.40612029193994,-7.262465137296187,6.050146988964622,29.43133727062014,5.515036582946777,1.7854708433151245,,,0.2522999942302704
218.3080282883521,12.486271265458669,6.387323966418981,62.032347232952915,4.813952922821045,1.3609765768051147,RMJ143312.4+122756.8,,0.23571161925792694
227.72895004094468,5.768101486423719,6.498554457504659,50.56331077014136,7.039484024047852,22.963346481323242,RMJ151100.1+054658.0,J1510.9+0543,0.07660000026226044
308.70593263941464,-35.825081401757494,6.688727841452147,-35.55516011581567,4.166682720184326,11.718791007995605,,J2034.7-3548,0.08940000087022781
243.95488007172725,-6.152363252610378,6.768314913208428,30.454035155424485,16.11646842956543,23.533632278442383,,J1615.7-0608,0.2029999941587448
307.71099199595375,-35.56412760874977,6.8237546536152935,-34.71325340323311,3.152573585510254,1.7499186992645264,,J2030.7-3532,0.13979999721050262
227.75523905616382,6.022011073937684,6.844325954047385,50.69386642103157,1.8444156646728516,36.78446578979492,,,0.0757276862859726
306.88606038274224,-34.79652965407507,7.576690426481063,-33.902691468779466,6.273721218109131,1.142331838607788,,,0.550000011920929
310.439291044507,-35.18775835093837,7.767537573079343,-36.835490321988345,2.638608694076538,5.116889476776123,,,0.08946199715137482
