RA,DEC,GLON,GLAT,M500,R500,REDMAPPER,MCXC,Z
352.6812052086401,-26.171285973667153,31.37471227776739,-71.95926735406715,0.0,1.44415283203125,,,
299.41897625053207,-9.898972404877552,31.416916126243976,-19.16372880579057,0.0,2.179144859313965,,,
295.8916172146357,-7.462413943523269,32.12320953455412,-14.963970258924789,0.0,8.037818908691406,,,
323.6921253499701,-19.130693313849893,32.131231591734306,-44.364437578974645,0.0,0.8931077122688293,,,
219.29791383212955,24.389237526076705,32.31695231294282,66.07584549246079,0.0,1.96291983127594,,,
265.12248439214414,8.711237937312733,32.77860661348125,19.698240751837105,0.0,2.4167120456695557,,,
298.7166444641409,-7.603083209256164,33.2770532246655,-17.540123743317764,0.0,2.3471992015838623,,,
326.31521200634114,-18.75551466167219,33.832997129105074,-46.57181811493936,0.0,0.9014668464660645,,,
341.7593231848669,-22.228248068959232,35.894683625520635,-61.3936680261433,0.0,7.506640434265137,,,
299.8263339044297,-5.148347537018638,36.096263905537185,-17.432663578812225,0.0,3.9810492992401123,,,
269.98445342766314,10.196411133014687,36.364401839295205,16.015623136853662,0.0,2.370387077331543,,,
298.5192032811,-3.839686007538345,36.696024598972244,-15.677629404542742,0.0,1.2938154935836792,,,
299.29892897187597,-4.1504136518832295,36.77696052106049,-16.51161031186213,0.0,2.363274097442627,,,
297.9201624735181,-3.4116348884576837,36.80804785153856,-14.950328055885493,0.0,3.6186835765838623,,,
299.29833199026746,-3.6387063015862107,37.25128468554264,-16.277547891488084,0.0,2.070435047149658,,,
304.0323133608855,-5.984018272715995,37.31061526577375,-21.545089750663863,0.0,1.0130285024642944,,,
270.8099351314955,11.2055219269084,37.67369787676787,15.715484134155787,0.0,4.04128885269165,,,
268.9272196340413,14.361966503551303,39.869034427408565,18.704959061414556,0.0,2.191699981689453,,,
324.2706321027025,-13.096334776037263,40.11857586144795,-42.58622485331895,0.0,2.75917911529541,,,
270.64339981012023,16.401395339420038,42.54149716636308,18.02374675448992,0.0,1.245343804359436,,,
324.1836114621581,-10.296616587968675,43.448390054880754,-41.27817353387803,0.0,1.5370190143585205,,,
235.75445710109628,27.83331009867942,44.21859810362348,52.13655152078695,0.0,1.7497841119766235,,,
279.16410703375215,15.080479214639187,44.83896246708311,10.02172915900644,0.0,4.635301113128662,,,
274.0145936855048,17.762165091870656,45.20652568217276,15.630154580854821,0.0,1.5236146450042725,,,
272.0322170335066,18.87429080234429,45.479780300075205,17.800358678010852,0.0,1.4677708148956299,,,
296.3535002875337,7.074746046827916,45.503896295151115,-8.622944966850852,0.0,1.625592589378357,,,
312.53488290859957,-1.5905274881760787,45.96010386839485,-26.943206817778375,0.0,1.7313364744186401,,,
295.1839417509767,8.686048414447153,46.36248055373826,-6.830021354261518,0.0,2.027041435241699,,,
278.24918269491883,17.192043925947235,46.39978705093067,11.719283884753906,0.0,0.8619508743286133,,,
281.7441111655013,16.843164436863752,47.53878178482753,8.551807391068351,0.0,2.2922353744506836,,,
304.8894449753626,5.482946455199904,48.396783083779674,-16.78197080108025,0.0,1.1919037103652954,,,
255.53505095184119,27.14668093663736,48.471117809456004,34.86036937327176,0.0,4.896670818328857,,,
344.74631106122865,-15.608138412115402,50.98181945563372,-61.48889662073384,0.0,1.2628509998321533,,,
344.5480213581792,-15.272428632875997,51.40373362344317,-61.15988911113831,0.0,5.929797172546387,,,
318.39885358620904,0.5196466802028462,51.48588741638066,-30.874527100254312,0.0,0.969870388507843,,,
243.4439271761539,32.08138202423282,52.08751438413748,46.135504036897196,0.0,1.4940565824508667,,,
282.3867611914249,22.454050604781397,52.93643877398512,10.424843862025014,0.0,3.136215925216675,,,
254.90079043007862,31.743189933450076,53.80473663959999,36.494155853574355,0.0,1.7578189373016357,,,
270.38452136966464,30.39615085499256,56.3839082777506,23.36209264584933,0.0,0.905335009098053,,,
283.5194099466704,26.482997949644513,57.09691343430744,11.195825528717478,0.0,1.9249039888381958,,,
301.6444231618769,18.311570779255526,57.926950464094034,-7.401174998536476,0.0,3.735572099685669,,,
249.05078322642322,36.05541120099599,58.31337922730553,41.96894853858149,0.0,1.1962262392044067,,,
323.8823278761137,3.881770214204497,58.42109907902424,-33.500432200381695,0.0,5.429806709289551,,,
279.3393413670553,30.66419290223453,59.52591823936152,16.23382719026806,0.0,1.6036841869354248,,,
281.1949273689561,30.246773570848188,59.7679865687168,14.597278109582192,0.0,2.6764938831329346,,,
281.1498973710857,35.697026558722094,64.98369017868694,16.716052206049298,0.0,1.3411184549331665,,,
306.5168037315082,24.135200412826514,65.35202299058808,-8.016336034795813,0.0,2.5100836753845215,,,
270.30783666297003,39.85458376748758,66.34148418905237,26.147934173309558,0.0,1.0621918439865112,,,
346.8558241121978,-7.542316308019296,66.5947610491637,-58.519977313069376,0.0,1.0645753145217896,,,
307.7695686950107,25.044757699671752,66.76462012853969,-8.429011778960003,0.0,1.8731663227081299,,,
275.0416030088611,39.298492988532765,66.85805801147852,22.487725979250158,0.0,0.8555682301521301,,,
318.36448353342075,18.057864675995933,67.21630143344568,-20.49207265613383,0.0,1.6726504564285278,,,
321.59939599203335,16.08122463981018,67.72220671507935,-24.132092200697883,0.0,0.8906204700469971,,,
315.6864123772886,22.735970418647877,69.35866686601155,-15.589590279974857,0.0,2.747586250305176,,,
215.40435504551021,38.36126645756055,69.39069396725299,68.05038670390783,0.0,1.0785943269729614,,,
326.503600665054,13.987607543602996,69.47988802585641,-29.066134069006537,0.0,1.2718603610992432,,,
337.7250413829334,5.7014500707322435,71.67438639528052,-42.76051791655888,0.0,5.075015068054199,,,
347.3864742967574,-4.158332006588825,71.8250808589385,-56.555505624746985,0.0,0.8204852938652039,,,
315.30948982752665,27.55243761830334,72.96839544230625,-12.26637357473301,0.0,2.1891770362854004,,,
281.6991477357537,45.775910942263785,75.08889358401827,19.83642412836963,0.0,1.357489824295044,,,
287.78833486473525,44.91731394178347,75.85596480894573,15.534320196610366,0.0,2.307971954345703,,,
279.65744260494336,47.62842846209948,76.51273639637739,21.73898826284099,0.0,1.3405171632766724,,,
223.03021443037048,44.455422609453414,76.55686626893613,60.291815057964186,0.0,1.595962643623352,,,
333.69219416666647,15.924524928450875,76.8163167270062,-32.57640533574639,0.0,1.2467848062515259,,,
266.7472334429014,50.471954628107945,77.67135471830679,30.59086583246355,0.0,4.767429828643799,,,
8.152983747071344,-22.67805694363029,78.10772285618553,-83.83471551643748,0.0,2.7388877868652344,,,
254.8538953720883,52.075663148841805,79.36245232284973,38.06396198141226,0.0,1.4567958116531372,,,
286.7627851298585,51.11261566018317,81.60378104501854,18.475259988328077,0.0,1.0049370527267456,,,
273.04129098319066,53.81167662159422,82.06320031590035,27.233811647593733,0.0,0.981434166431427,,,
281.1318061444069,53.01248254731546,82.37200308455155,22.356479889026502,0.0,1.4443415403366089,,,
277.3859931435807,54.6932029195645,83.56195443953092,24.90896508463831,0.0,0.9340438842773438,,,
320.9362739525418,38.13474323022568,84.15660264665027,-8.635293720237641,0.0,1.5435549020767212,,,
354.04060869664073,-1.4336187798911224,84.69194831175943,-58.600628186788896,0.0,0.8088511228561401,,,
277.61641845897327,56.88226924392882,85.95597866181708,25.235734869869376,0.0,0.8001644611358643,,,
345.638506162008,12.952275386632412,86.07439226014836,-41.996178767299426,0.0,0.850553035736084,,,
204.47729731341866,38.8707524732651,86.28903095481601,74.76936970752503,0.0,1.7495959997177124,,,
327.4345076397275,35.71041542248963,86.35020212902265,-13.947583468913535,0.0,1.515678882598877,,,
7.478490293084528,-20.074844595946843,86.858671208189,-81.39692432429953,0.0,1.2457115650177002,,,
342.30678174479124,19.713890187457736,87.3911313143821,-34.589218280351005,0.0,7.3431172370910645,,,
328.221494849692,39.064584248183586,89.0624497578672,-11.791012710184532,0.0,2.205543041229248,,,
330.91789891689007,38.08948587335572,90.12280716295162,-13.87066372092221,0.0,2.8555526733398438,,,
347.3346165992582,17.895274702417733,91.27465240738594,-38.620166524723885,0.0,1.5213831663131714,,,
309.0663097726643,54.983562349448434,91.56254570633834,8.506395862566151,0.0,2.4048640727996826,,,
345.40590193438805,22.48325419915264,92.11851498560873,-33.735427214273756,0.0,3.189540147781372,,,
301.02806060086135,58.72759377024436,92.34660635274608,14.221758140777666,0.0,0.8291556239128113,,,
346.45894942510216,21.32443380940897,92.46516281422717,-35.22396889432284,0.0,5.239989280700684,,,
289.18592176749604,61.680236221244684,92.64504790207897,20.78639415889168,0.0,0.7559053897857666,,,
216.63471117878427,51.25208974417859,92.6965758044735,59.92732935765936,0.0,2.52427339553833,,,
345.4275890886805,24.040251637089977,93.04856864805414,-32.38741400141214,0.0,3.6469593048095703,,,
335.9786463180127,38.00703556272437,93.41986456152522,-16.268932541369082,0.0,1.2971417903900146,,,
345.18392678121273,25.611368283336137,93.71378383650723,-30.905303420248387,0.0,1.9551258087158203,,,
303.3307120379302,59.834015268992516,93.94052783237252,13.757924402136268,0.0,0.9097018837928772,,,
333.2398926755312,42.578791915303654,94.31995372053866,-11.319832110291216,0.0,0.8799965977668762,,,
349.3564145777424,20.57362210502079,95.00084456534223,-37.14705949471501,0.0,1.4344382286071777,,,
334.7027678810409,43.513367057587956,95.75855475214351,-11.160767659289448,0.0,2.1223480701446533,,,
307.82857840432956,60.91093159143556,96.10053404521237,12.463609436999434,0.0,3.833085536956787,,,
342.03622918401106,35.555965675879406,96.43222575848775,-20.89301113584108,0.0,3.3761308193206787,,,
340.67889681930995,39.28211537080798,97.37835177375953,-17.11871289847676,0.0,1.1991254091262817,,,
339.37648337493744,41.27839317629382,97.52689146039972,-14.893482706690264,0.0,8.227206230163574,,,
199.60585353572003,38.585262910936954,98.38929119856698,77.22786853048035,0.0,1.0418885946273804,,,
215.5697601373879,54.901100488383754,98.3958622775546,57.68549735736133,0.0,0.6335623264312744,,,
222.82705020424618,59.33064875214044,98.62074436181605,51.765013522006186,0.0,0.7910566329956055,,,
334.8563299126502,48.53955997896611,98.67940648074355,-7.042520401309048,0.0,2.2592172622680664,,,
348.44097183871077,29.611724208856817,98.75907124704837,-28.63497637329884,0.0,1.2611421346664429,,,
257.61091365267185,68.73206021823597,99.55074625700308,34.237775052501796,0.0,0.9250099062919617,,,
307.636168219391,65.09358740874902,99.62813345847971,14.862523836645067,0.0,4.323063373565674,,,
303.58930340247633,66.61169510619064,100.07935687136927,17.065633854329093,0.0,1.252898097038269,,,
258.41928326777366,69.3734256407765,100.22646726085985,33.81207925787288,0.0,1.2564538717269897,,,
304.68105706027205,66.70298384500788,100.3875249489628,16.73621492447917,0.0,6.05378532409668,,,
304.6406633277771,66.78551436785861,100.45349618109854,16.79167226893523,0.0,4.313393592834473,,,
338.70698595669,52.726401908426574,102.98330569413986,-4.772181571326598,0.0,1.5981379747390747,,,
357.20183701107624,21.723500796384087,104.15091362627838,-38.853333549114126,0.0,1.4912755489349365,,,
239.48193846150454,70.38493812208685,104.52528086891321,39.39903872267536,0.0,0.822833776473999,,,
347.9582630253779,43.883591172960585,104.58355604291177,-15.410903687264579,0.0,1.3663668632507324,,,
238.15120450213658,70.53335740554448,105.00721339008574,39.685421377241916,0.0,1.31731116771698,,,
358.39307572161493,22.57890787579319,105.82360568056541,-38.36285862648435,0.0,5.014484882354736,,,
350.02389461348906,43.69227669621156,105.94613822409129,-16.146306420012706,0.0,2.1654434204101562,,,
290.35131555632455,74.55607671731339,106.1174316851479,24.1180334712015,0.0,1.3660809993743896,,,
282.1361085043882,75.05866412632557,106.21520809715888,26.32511320437071,0.0,2.7133965492248535,,,
347.6369971031794,49.19549443495077,106.48384334589599,-10.427237418697061,0.0,1.9380563497543335,,,
348.44578747962225,50.32555888933007,107.41001238595709,-9.579842050057053,0.0,6.608059406280518,,,
1.8955148571413765,16.13084927917448,107.83560718224076,-45.45148950613884,0.0,1.127785086631775,,,
349.29125996915246,50.926789950913786,108.13928781904383,-9.217249552721867,0.0,4.533793926239014,,,
4.0991727123442345,15.785121738280985,110.69544153867095,-46.25241114859287,0.0,2.242534637451172,,,
3.8729797700297044,22.245418929338058,112.0745539765366,-39.86730305557717,0.0,7.194240570068359,,,
202.47591132685065,56.812349316598294,112.54214708666072,59.533236519300885,0.0,0.7121817469596863,,,
245.10213808315035,79.18157419380798,112.6956678061819,33.37842341550652,0.0,0.6875548958778381,,,
209.7444404969123,67.4430860983928,113.27132137119057,48.39869858912259,0.0,0.6276046633720398,,,
328.89916518411496,79.15333146273458,114.98582486581446,19.10390683045327,0.0,1.5781817436218262,,,
8.466802421830868,7.721904719346032,115.34882209944396,-54.89093388250154,0.0,0.8299117088317871,,,
329.9460709299406,80.490721741395,116.05665322035222,20.00083387093052,0.0,14.642960548400879,,,
352.4867268711358,73.4333560488852,117.11842197236373,11.488198827156609,0.0,5.176927089691162,,,
9.426704235327835,10.248536281768644,117.38070775487438,-52.475150614581366,0.0,2.480055332183838,,,
201.02018926040756,68.6690138381222,118.49088236266311,48.176784760691994,0.0,1.043113350868225,,,
6.30984832349302,49.50225306019815,118.56926995348331,-13.147447298214047,0.0,2.2614734172821045,,,
200.8033323112056,69.36349802397484,118.79679940773842,47.508815659966366,0.0,0.8804636597633362,,,
199.11913144554063,72.52420864443656,120.30179326442729,44.475951301495684,0.0,0.5499387383460999,,,
307.75755530479324,87.45830440487178,120.36607484258707,26.03493205607179,0.0,2.7598648071289062,,,
323.98670910234,87.38292425732892,120.75006739319834,25.390132904777033,0.0,1.193068027496338,,,
198.16165500483478,72.88985312364957,120.76045304514561,44.14886562631239,0.0,1.1493003368377686,,,
12.089177912789362,16.88760769437813,121.87124294545593,-45.97779656282336,0.0,2.459925413131714,,,
10.356072836982054,87.61562679821826,122.81727584938056,24.746106159859252,0.0,1.2235944271087646,,,
25.33167664526881,88.22071421857393,123.35720602259062,25.390316266053063,0.0,10.944937705993652,,,
185.97443205092878,86.47086487444984,123.42328471594891,30.631075218646487,0.0,1.2024967670440674,,,
43.87500096290432,88.40053224490391,123.84689616316696,25.754507837863613,0.0,30.26408576965332,,,
40.01225671445535,87.64409171997806,124.11823207232324,25.02702532894112,0.0,1.032296895980835,,,
53.130646428456195,87.72211353228785,124.56145519686656,25.38087806901339,0.0,3.3350136280059814,,,
131.0118617687794,87.8181567074143,125.1135270153942,28.140789246992163,0.0,1.186306357383728,,,
175.51362274259932,83.47784195419969,125.25495964141527,33.334551324661476,0.0,1.3158104419708252,,,
123.99609940773692,87.64659431685718,125.41704003041967,27.954957730576034,0.0,0.8048332929611206,,,
171.39459382349852,83.95809084662346,125.55607536116446,32.72654496021986,0.0,1.221205711364746,,,
16.69655665216495,44.057512802387045,125.84263345009191,-18.72747736879539,0.0,6.601715087890625,,,
190.64089601151517,51.44474401756603,126.2835861304192,65.62571521090621,0.0,0.7389893531799316,,,
17.342769390159887,43.633704557627155,126.36474595637144,-19.118481740322864,0.0,4.344578266143799,,,
187.43586006153774,65.35606513951281,126.57131063213693,51.618610807282316,0.0,1.1924058198928833,,,
15.087188465767046,9.381060699713297,126.62225423022511,-53.42682819239593,0.0,1.4825725555419922,,,
17.602970377740803,41.69236190832502,126.725458388584,-21.03958745019122,0.0,1.3259382247924805,,,
19.923092511534865,51.93760920900539,127.35688271158865,-10.691221538182432,0.0,6.93004035949707,,,
18.87684592329117,37.91346081548928,128.15556339700126,-24.71403797836132,0.0,1.2638366222381592,,,
21.389092074489522,39.98029926382422,129.99423666119037,-22.423124228847342,0.0,2.0255930423736572,,,
161.78583408759891,78.03349241066756,130.64963429318811,37.165945939580126,0.0,3.9354898929595947,,,
24.643887056542038,47.394310400071696,131.1503418008634,-14.723848128463828,0.0,1.4994053840637207,,,
45.86754017144512,75.199595659087,131.19572699439578,14.489396664909677,0.0,1.7828800678253174,,,
22.204940319895545,36.44472574638714,131.27597630045662,-25.82062424655176,0.0,0.9022580981254578,,,
21.400971868331112,19.405416733933947,133.92718591886035,-42.73572399700839,0.0,1.596500277519226,,,
21.358718148109794,17.835313110618394,134.26659890994804,-44.28693319607396,0.0,9.480002403259277,,,
17.67392757371807,-5.845709224913024,135.94163706651509,-68.2296811670031,0.0,2.6398332118988037,,,
22.027034405099496,14.783078175991701,136.02496000667898,-47.15429650568686,0.0,2.3622519969940186,,,
176.95982500066572,60.76557527905139,136.31255349082258,54.67961111860853,0.0,0.8506798148155212,,,
22.825681507282443,17.30026607874908,136.3346264132733,-44.53156039686138,0.0,4.134483337402344,,,
175.2772365793812,61.19417406784191,137.24668986514217,53.936039948445206,0.0,2.383925676345825,,,
35.6915128559443,50.284383732666306,137.51333237126894,-9.98379929731253,0.0,1.7363855838775635,,,
174.86224125829116,61.150289124234234,137.58241649664993,53.882601884277356,0.0,1.1821846961975098,,,
170.0451400126885,63.2596134375883,139.0007016856876,50.926550475486394,0.0,0.9080633521080017,,,
34.98055515119435,42.83165960563595,139.72903207764273,-17.135601584773667,0.0,1.5872727632522583,,,
95.48324712704694,72.81279919173024,141.59647409861591,23.694395009348796,0.0,1.1054918766021729,,,
183.2386618362432,46.364769383041164,141.98705163611393,69.313742447599,0.0,1.948607087135315,,,
93.3710982049036,71.85347297237657,142.39740366388094,22.805946317609482,0.0,1.430519700050354,,,
119.26259330513993,72.60194814875254,142.41495543475435,30.681922089769635,0.0,1.6114994287490845,,,
45.16280818934422,48.99054281554182,143.70406779179353,-8.599406699967375,0.0,2.7449874877929688,,,
101.33507995619973,71.07216098265876,143.90772759438295,25.065102909047496,0.0,4.3321380615234375,,,
39.721368643482585,40.18862974011117,144.2375334384128,-18.196305027692404,0.0,2.1288046836853027,,,
32.42297815883684,24.355434535686207,144.84207681221793,-35.16490799530344,0.0,3.0901761054992676,,,
163.3571656300475,60.86201372014071,145.25029745549259,50.84469407337838,0.0,0.8538255095481873,,,
25.77059730030835,4.978732186679185,146.1055365928602,-55.55213625651814,0.0,1.2430576086044312,,,
144.78451169999877,66.43705437509583,146.13070659139137,40.97127316745513,0.0,4.853396892547607,,,
28.17903384702883,11.167010430708919,146.1642238897337,-48.92086206969165,0.0,8.20056438446045,,,
83.5411640004458,65.72063358072133,146.88908499727802,17.13296942382297,0.0,6.627599716186523,,,
147.45246071623802,64.92212263078639,147.17009568741858,42.674572943236804,0.0,1.3140980005264282,,,
29.815780779241173,10.842308527044445,148.60871237670358,-48.618767306486035,0.0,7.78449821472168,,,
102.66399176510991,65.77753850506814,149.73025951323896,24.49367740640203,0.0,0.974193274974823,,,
49.33204720683663,40.676889058292694,150.64599663564093,-14.21494439378452,0.0,2.046952247619629,,,
183.31469541088555,39.85766538278933,152.4089389697954,75.00838040332056,0.0,0.8536264300346375,,,
142.46465490837,61.65786710506188,152.4767583079659,42.11887988464646,0.0,1.3939265012741089,,,
131.13317740848456,62.41165761397543,153.56451721736306,36.825116115524494,0.0,15.120240211486816,,,
131.38656625404462,62.28670478534203,153.68743313818877,36.965751931011944,0.0,2.9857475757598877,,,
124.55971209390572,62.68201590974904,153.80059337828627,33.79000162017435,0.0,1.0874876976013184,,,
101.23488459360858,59.45095387516785,156.2469293399698,22.32537921286813,0.0,0.8146476149559021,,,
86.422067944721,55.51103085031207,156.8846094612605,13.487619860870197,0.0,3.2021255493164062,,,
42.925786086993725,21.147233500345145,157.07100532371018,-33.6324345437004,0.0,1.9518321752548218,,,
38.72074873314588,12.702787278019716,158.4580528195997,-42.9209317394058,0.0,1.8608249425888062,,,
40.56999713726606,14.214129575520271,159.40126096284342,-40.67945489910437,0.0,2.5056850910186768,,,
24.85388611886163,-11.381474284622149,160.83989004734485,-70.63446527786755,0.0,1.2661840915679932,,,
143.36808941183943,54.95231488558304,160.94775763320004,44.85235844030583,0.0,1.1321455240249634,,,
49.573382815938594,23.012323266770014,161.73205976785925,-28.58155830007918,0.0,2.183960199356079,,,
51.084617577211326,22.918934861161222,163.04292448058186,-27.800517566571088,0.0,5.5861310958862305,,,
52.11903774559056,23.837543406574188,163.22897142559836,-26.4898110838555,0.0,2.4233648777008057,,,
88.94520864205933,48.57049271572249,163.89425728014103,11.552727079838533,0.0,2.7295453548431396,,,
60.75506077483258,30.321770987374173,164.85388323470374,-16.552108856000814,0.0,4.757037162780762,,,
86.99384923582532,46.14423599417568,165.39966969573203,9.220220120283784,0.0,5.945600509643555,,,
110.98842912419047,52.15453590486249,165.41429132232247,25.930878048203297,0.0,2.025942087173462,,,
55.43459156588981,23.183458710286246,166.27243227075297,-25.020760928006496,0.0,3.4292500019073486,,,
55.660797928294166,23.41149792127243,166.27627586692017,-24.712289181155654,0.0,10.0020170211792,,,
61.19432920526191,28.360600456462695,166.56552774481702,-17.699821052797603,0.0,6.14302396774292,,,
37.396055673765254,0.4950833219750703,167.4379347478472,-53.672947228948175,0.0,1.1612179279327393,,,
47.3017385190758,12.619859967777051,167.4431512530038,-38.06930444779789,0.0,6.886871337890625,,,
43.590083440993354,7.952947771527219,167.6370688705423,-43.9927813726012,0.0,3.535520315170288,,,
20.490319672415325,-20.51599813041943,171.08839765165223,-80.3898605448567,0.0,4.398350238800049,,,
58.18524478621665,19.390718328119956,171.2201520007418,-26.030174450287745,0.0,1.9318410158157349,,,
99.5213657577729,43.84945440515868,171.4876418235754,16.171755010254998,0.0,4.059833526611328,,,
47.16611117381511,7.409158208583994,171.79078102032904,-42.08408096454326,0.0,2.3352668285369873,,,
52.01916234246973,11.039401103629734,173.07499915288545,-36.15728227228732,0.0,2.366525173187256,,,
109.36824955244131,44.0576723636597,173.76057256063632,22.928546388282783,0.0,6.481475353240967,,,
60.637874947402445,15.613718082694552,176.07556955716376,-26.953916554396955,0.0,2.147500514984131,,,
123.3525928091167,43.26509725547908,177.03377679582485,32.64345229387207,0.0,1.0763828754425049,,,
66.37553434987073,16.464661103571704,179.333680657748,-22.225241705846997,0.0,3.335641860961914,,,
49.81171830250152,2.133676309232543,179.45447479555946,-43.92788752879059,0.0,1.6826581954956055,,,
17.307910621178127,-24.510787016806034,180.74590085465172,-85.21673532005087,0.0,2.1536192893981934,,,
61.08926858372712,9.27079766953026,181.8816380037893,-30.774304769684477,0.0,9.885698318481445,,,
61.2958879296345,7.84865548959457,183.32276909676247,-31.51114171203453,0.0,1.4209961891174316,,,
32.0046213148184,-15.624335527548585,183.92195731504967,-68.82880663670284,0.0,2.9133501052856445,,,
105.48936525758322,32.85983276113925,183.92196793226935,16.362453312717733,0.0,6.227585315704346,,,
62.01698913881171,6.109443392817746,185.45269469329804,-32.01902865326991,0.0,4.47513484954834,,,
60.505947178302236,4.902967736785644,185.50254161970503,-33.946714870718935,0.0,2.2487218379974365,,,
99.33896302289767,28.64061544028576,185.6821825618412,9.822458872069163,0.0,2.9953107833862305,,,
61.982032399515944,5.79114517913599,185.7265312317434,-32.23981361344816,0.0,3.898495674133301,,,
77.95232902754249,16.205883736141146,186.5082460615061,-13.453955119361439,0.0,2.7964024543762207,,,
61.07485075915312,2.4081747924142305,188.33966194381432,-34.98378532913071,0.0,1.9353090524673462,,,
59.90453502870935,0.1318915238320538,189.79291167486718,-37.258144841953296,0.0,8.695091247558594,,,
157.41519334419158,33.90993598830195,191.57254478387068,58.88402480196932,0.0,0.7613387107849121,,,
68.40815813207695,4.078822568352372,191.63696712812225,-28.01889331016369,0.0,1.6808329820632935,,,
